filename,PSNR,SSIM,LPIPS
0000,38.305030390351234,0.9566573649053574,0.048526205122470856
0001,29.359522015583032,0.8457073513650895,0.0767243504524231
0002,34.66866196920289,0.8843429934296608,0.13790273666381836
0003,26.299451241300147,0.794792558780238,0.14219634234905243
0004,27.640014230088997,0.8567583374326229,0.10608959197998047
0005,28.936905814907586,0.8206180907487869,0.11656210571527481
0006,24.83628722235555,0.83977391368936,0.10980110615491867
0007,24.134466786607117,0.8706592248330116,0.0814865231513977
0008,28.20271495486395,0.839183160434246,0.08417944610118866
0009,25.52653318351763,0.7764973066725731,0.12713897228240967
0010,26.653751740030792,0.8482128266962766,0.1063193753361702
0011,31.645963227834297,0.8889143646130562,0.10864279419183731
0012,24.563065898069063,0.7206023336641342,0.21819370985031128
0013,28.35426231838931,0.812858956626296,0.20295047760009766
0014,29.173354627681793,0.8824650971240997,0.0609857514500618
0015,27.080132506794786,0.8781827718815803,0.06724516302347183
0016,28.18867758704231,0.8949212815487385,0.06889965385198593
0017,29.91598463412213,0.8523939208757877,0.1363459676504135
0018,28.83531476975491,0.8264163622432892,0.05054449290037155
0019,29.488778586155814,0.8383570370281934,0.15105164051055908
0020,29.92710204420505,0.8671101705428064,0.08619071543216705
0021,26.10586118876174,0.8144490202194248,0.09272389858961105
0022,27.154084057376515,0.8787647675967216,0.06901688128709793
0023,34.339713206054384,0.9065795831737519,0.0787004828453064
0024,27.128645152053714,0.7788280755483806,0.10024058818817139
0025,27.711298781314486,0.8634906715641022,0.07009314000606537
0026,25.955060380904502,0.8265917953198515,0.09694726765155792
0027,26.471230941692614,0.827417259789437,0.10035291314125061
0028,28.161003182323427,0.7709807595964298,0.22185252606868744
0029,29.288956565039644,0.8597043104607462,0.1143454760313034
0030,27.973453179537838,0.9103142453522682,0.09813547134399414
0031,31.167677809479322,0.8369315303525925,0.16149786114692688
0032,22.479377926655246,0.6912086831088401,0.20238102972507477
0033,22.83701371059305,0.8522396341588497,0.09879554808139801
0034,29.969397823925235,0.8378585310006141,0.08877671509981155
0035,25.49984800723649,0.877212698038578,0.05831301957368851
0036,26.92586074393414,0.862840622568965,0.09882557392120361
0037,27.77576254149301,0.8584997673142813,0.1420879065990448
0038,30.155086942535085,0.8084220366225242,0.17439667880535126
0039,27.16037720282698,0.6252722592012883,0.18788306415081024
0040,28.522623999106955,0.7841229696488381,0.10624130815267563
0041,28.290202054517877,0.823096326175794,0.12916028499603271
0042,33.987779568847415,0.9290922982993126,0.04967324808239937
0043,27.058629165284792,0.8551948915822459,0.08628477156162262
0044,29.67669768482326,0.8211634910154343,0.10108476132154465
0045,30.264668215518306,0.9114320953567028,0.06615394353866577
0046,27.254779319935516,0.8570219901194572,0.07576907426118851
0047,31.434933722297377,0.7944111853046417,0.1810406744480133
0048,25.720648124554593,0.8114970920493868,0.06740760058164597
0049,26.934961879640476,0.8146740590684414,0.13210313022136688
0050,25.751406741954128,0.740872614582777,0.24915574491024017
0051,25.48145178826033,0.7375251953845025,0.1812916100025177
0052,27.077507894003034,0.8434576436431408,0.0781119167804718
0053,26.459569534292893,0.7328824453042336,0.23342092335224152
0054,30.00311528078808,0.7155903405010849,0.3261494040489197
0055,27.54485896950239,0.8183596283824742,0.12669342756271362
0056,28.597596194347652,0.8607180520739556,0.05405602231621742
0057,23.872276372277668,0.7602250265595913,0.1485639214515686
0058,29.60332486994425,0.8796213025627136,0.0817674994468689
0059,31.322280554012224,0.7874005047945977,0.14837917685508728
0060,31.532220664181352,0.8069220670523644,0.10031114518642426
0061,30.720160245590137,0.7828369676609039,0.18243691325187683
0062,28.523408029242447,0.7748449348039627,0.14584916830062866
0063,32.744863447067765,0.9179885069756508,0.07230788469314575
0064,27.94393396297348,0.8848364116950035,0.08141174167394638
0065,26.329645400006907,0.7943278279279471,0.12666282057762146
0066,27.861224460021333,0.8626013654406071,0.07427845895290375
0067,22.637208200558703,0.7039864170713425,0.22705206274986267
