filename,PSNR,SSIM,LPIPS
0000,41.480192528393445,0.9758324161748886,0.09540905803442001
0001,32.37826472926868,0.9162729092159271,0.032627228647470474
0002,37.80422401074994,0.9412221757135392,0.07802523672580719
0003,30.06998969793782,0.888290750770092,0.0884423702955246
0004,30.805781851936626,0.9243000786867142,0.056922901421785355
0005,32.08457751659033,0.8746350308508873,0.10815298557281494
0006,28.94658370097016,0.9201692351067067,0.056935474276542664
0007,27.246125913165827,0.9326036960406303,0.06622618436813354
0008,31.080058212330282,0.9084833307857514,0.06146398186683655
0009,30.45946878309591,0.8924864036488533,0.07485654205083847
0010,29.793380252741333,0.9097417413167953,0.0956626683473587
0011,34.61766775591403,0.939108778828144,0.07194070518016815
0012,28.060175162369188,0.8446001071979999,0.14164051413536072
0013,34.31815517861375,0.9343940479617119,0.10078546404838562
0014,32.126755687682326,0.9345477469534874,0.03586956113576889
0015,30.56813337570761,0.9401603566985131,0.04213952273130417
0016,31.647674740860097,0.9459644998464585,0.04441817104816437
0017,32.8107760439823,0.9153563087549209,0.07809441536664963
0018,32.49633271572987,0.9012133224215507,0.06696578115224838
0019,32.28725232641348,0.9106456767516136,0.08625355362892151
0020,33.58549900743695,0.9300888509926796,0.06097991019487381
0021,29.397010325501522,0.8987630701196194,0.08152250200510025
0022,30.478589077182605,0.9393562032203674,0.03323941305279732
0023,37.57308872306231,0.9513896577253341,0.0534905344247818
0024,30.79220114834779,0.8624371658453941,0.10357189923524857
0025,31.90426721594264,0.9388010109181404,0.06573666632175446
0026,30.26132628691967,0.9218164501266479,0.03562618046998978
0027,29.482550018497783,0.8949700634295941,0.08699528872966766
0028,31.176113864279294,0.8637096802606583,0.14767971634864807
0029,32.41329474762361,0.920985682141304,0.0979260504245758
0030,30.81039242860223,0.9524577351770401,0.050265341997146606
0031,33.79149659753707,0.8958573653793335,0.10858091711997986
0032,32.20245653495694,0.9565653674381971,0.041347477585077286
0033,26.21029910281251,0.9157254372582435,0.08127481490373611
0034,32.962684886381055,0.9073233177957535,0.05247613787651062
0035,28.868017368452676,0.9365714425702095,0.04421744868159294
0036,29.950430523835013,0.9263813659024238,0.06408041715621948
0037,31.180883072328626,0.9427218957381248,0.06542924046516418
0038,34.30304560823058,0.8859813534908295,0.1614290177822113
0039,29.326990696337365,0.7370531702103614,0.19862838089466095
0040,32.12900640909947,0.8951579178795814,0.06994480639696121
0041,31.82605280981305,0.8918200764932632,0.10308156907558441
0042,36.254664717967884,0.9509141351599694,0.03183814510703087
0043,31.392446290151447,0.9268562841317654,0.04867309704422951
0044,32.59102935545096,0.8932907359027863,0.06972913444042206
0045,33.403921380327105,0.9571083400850297,0.03807801753282547
0046,30.512619135074225,0.9235057390966416,0.06600302457809448
0047,33.90838862055269,0.8757344536299706,0.11309833824634552
0048,29.501876933385702,0.8878030946090222,0.05463293194770813
0049,29.880559711445088,0.8944979166927338,0.09428579360246658
0050,32.65515013002046,0.9004604488677979,0.14271606504917145
0051,28.50010129735349,0.8443328274297714,0.1353033035993576
0052,30.28739630574552,0.9076436953744889,0.04421298950910568
0053,31.893462038622115,0.8791947777338028,0.16214708983898163
0054,31.6484163001333,0.7737396422810554,0.28543543815612793
0055,30.86464048011512,0.8864994979834556,0.11503103375434875
0056,31.71068802240962,0.9255093342828751,0.03559492155909538
0057,26.926739549365443,0.8729960534405709,0.10895214229822159
0058,32.78641997239492,0.9400573354434967,0.05021785944700241
0059,33.65781435859773,0.8675173176765442,0.22932733595371246
0060,33.82812382661192,0.8720544834065437,0.1189231276512146
0061,33.125890331751975,0.8536324425330162,0.15638576447963715
0062,31.178815693802523,0.8647651849040985,0.09752358496189117
0063,35.46637428535139,0.949207889286995,0.06781769543886185
0064,31.25312027648335,0.9431899987039566,0.050032153725624084
0065,28.988755658032332,0.8794216132435798,0.08634017407894135
0066,32.110012355804194,0.9366520888986588,0.05156201124191284
0067,29.132437440439936,0.9625157607994079,0.02513084188103676
