filename,PSNR,SSIM,LPIPS
000000000724,31.30847339948717,0.9181464378004074,0.04077836871147156
000000000776,32.10697703875506,0.9045460572500229,0.05519427731633186
000000000785,31.434470861784817,0.8142825000252724,0.17789405584335327
000000000802,35.713979031492386,0.9415092515940666,0.04799167066812515
000000000872,29.466231603730762,0.8975284442501068,0.0932604968547821
000000000885,35.9864045482519,0.95582753297472,0.045588839799165726
000000001000,31.66049334488333,0.9278368918161393,0.03486843407154083
000000001268,29.50519343449704,0.8525893493666649,0.16845908761024475
000000001296,32.22802272951842,0.9181330830020904,0.05810844898223877
000000001353,37.99557360099105,0.9515337898139954,0.0621204674243927
000000001425,31.01007125530205,0.9051078789978028,0.07358083128929138
000000001490,29.342470359718416,0.9070054505467415,0.08348000049591064
000000001532,34.26903190641201,0.9369614352321625,0.05928245186805725
000000001584,35.18510427977836,0.9482321555337906,0.037749871611595154
000000001675,36.52072370832088,0.9330278710980415,0.07796355336904526
000000001761,34.909670288794324,0.9660863143982887,0.07393021881580353
000000001818,26.324148997648877,0.8878949085929394,0.07951925694942474
000000001993,30.766262547750024,0.8490906344246865,0.13788342475891113
000000002006,33.42243565874027,0.9297736021060944,0.04837498441338539
000000002149,39.05997594199124,0.9499909973907471,0.1291196048259735
000000002153,32.256322937262794,0.8882123926172256,0.062157679349184036
000000002157,33.28532642583945,0.9345383783726692,0.05218221992254257
000000002261,27.86994995113411,0.8098988957376481,0.14737482368946075
000000002299,27.27127309011855,0.9142546535446644,0.04167921841144562
000000002431,32.627463931685725,0.9209927616138458,0.1069527268409729
000000002473,33.15446943663208,0.9557925393939019,0.039177365601062775
000000002532,29.48234182148497,0.9269388278768063,0.06696945428848267
000000002587,34.587166777358924,0.9007770278067588,0.19737309217453003
000000002592,28.66236499769224,0.9219326604828835,0.02399177849292755
000000002685,31.740241616055442,0.8808669313688278,0.11304715275764465
000000002923,31.632549076040203,0.8664144940824509,0.13382285833358765
000000003156,32.37676380569149,0.9123553919775486,0.0960930734872818
000000003255,26.631031034705117,0.9136487527575493,0.059974946081638336
000000003501,30.44650374977077,0.8858462194399833,0.1351277083158493
000000003553,34.02368925388362,0.934541658367157,0.047377005219459534
000000003661,40.62932530666822,0.9558158463068008,0.16895776987075806
000000003845,30.44120286083426,0.8701491011638641,0.1344001591205597
000000003934,31.849019494954224,0.9001601146421433,0.12732693552970886
000000004134,33.02788536198155,0.9127531194231511,0.07533934712409973
000000004395,32.219912189228715,0.9142989176478385,0.06605019420385361
000000004495,36.136956172067485,0.9266367374200821,0.15797331929206848
000000004765,31.307729781445133,0.8549741878495216,0.19136066734790802
000000004795,30.676779474738787,0.7949298094162941,0.23941725492477417
000000005001,30.4649058958894,0.9002817428369522,0.048068638890981674
000000005037,31.49313191800637,0.938474207382679,0.04004824906587601
000000005060,30.81528086264214,0.8917157325411216,0.14651599526405334
