mu_R_median,mu_I_median,sig_R_median,sig_I_median,mu_R_p5,mu_R_p95,mu_I_p5,mu_I_p95,sig_R_p5,sig_R_p95,sig_I_p5,sig_I_p95,mu_mag,sig_mag
9.741065e-03,-3.982134e-03,2.880477e-02,3.221653e-02,6.387601e-03,1.446720e-02,-1.652996e-02,2.298212e-03,2.065232e-02,4.486421e-02,2.231055e-02,5.666573e-02,3.053545e-01,1.376055e-01
